src|dst|weight|edge_type
106|371|1.0|reply
127|105|1.0|reply
63|256|1.0|meeting-request
498|92|1.0|direct-email
376|376|1.0|self-note
201|201|1.0|self-note
772|772|1.0|self-note
8|8|1.0|self-note
773|773|1.0|self-note
296|380|1.0|cc-notification
296|105|1.0|cc-notification
294|294|1.0|self-note
411|516|1.0|reply
517|517|1.0|self-note
6|644|1.0|direct-email
314|105|1.0|meeting-request
400|259|1.0|meeting-request
54|137|1.0|cc-notification
147|615|1.0|reply
249|7|1.0|cc-notification
377|277|1.0|meeting-request
377|231|1.0|forwarded-message
377|122|1.0|meeting-request
377|575|1.0|reply
97|768|1.0|direct-email
7|249|1.0|cc-notification
327|327|1.0|self-note
420|654|1.0|meeting-request
420|118|1.0|forwarded-message
176|593|1.0|meeting-request
176|94|1.0|direct-email
282|4|1.0|cc-notification
494|280|1.0|meeting-request
285|774|1.0|meeting-request
494|340|1.0|meeting-request
0|215|1.0|direct-email
640|124|1.0|meeting-request
210|234|1.0|meeting-request
467|166|1.0|forwarded-message
64|244|1.0|forwarded-message
57|532|1.0|meeting-request
560|775|1.0|direct-email
560|328|1.0|forwarded-message
194|411|1.0|direct-email
194|238|1.0|reply
560|361|1.0|cc-notification
560|27|1.0|reply
560|75|1.0|direct-email
560|229|1.0|meeting-request
560|336|1.0|cc-notification
560|48|1.0|forwarded-message
560|39|1.0|meeting-request
231|434|1.0|direct-email
238|194|1.0|reply
434|231|1.0|direct-email
400|20|1.0|direct-email
20|400|1.0|direct-email
26|27|1.0|forwarded-message
256|495|1.0|cc-notification
195|533|1.0|forwarded-message
4|282|1.0|cc-notification
54|194|1.0|forwarded-message
229|177|1.0|cc-notification
57|685|1.0|reply
24|64|1.0|forwarded-message
259|400|1.0|meeting-request
280|494|1.0|meeting-request
64|24|1.0|forwarded-message
12|7|1.0|meeting-request
12|365|1.0|reply
278|214|1.0|reply
353|353|1.0|self-note
366|253|1.0|meeting-request
98|86|1.0|meeting-request
160|163|1.0|forwarded-message
41|776|1.0|reply
10|173|1.0|forwarded-message
225|1|1.0|cc-notification
474|249|1.0|forwarded-message
212|450|1.0|reply
156|697|1.0|forwarded-message
156|645|1.0|cc-notification
164|395|1.0|meeting-request
249|474|1.0|forwarded-message
526|401|1.0|reply
180|301|1.0|cc-notification
305|132|1.0|reply
113|168|1.0|cc-notification
412|137|1.0|meeting-request
61|483|1.0|meeting-request
483|61|1.0|meeting-request
182|379|1.0|cc-notification
182|157|1.0|meeting-request
666|566|1.0|reply
48|211|1.0|meeting-request
554|777|1.0|cc-notification
266|7|1.0|forwarded-message
328|91|1.0|meeting-request
618|618|1.0|self-note
563|272|1.0|direct-email
320|295|1.0|direct-email
160|128|1.0|forwarded-message
403|168|1.0|cc-notification
348|180|1.0|forwarded-message
290|62|1.0|reply
406|525|1.0|cc-notification
494|375|1.0|meeting-request
64|420|1.0|meeting-request
60|352|1.0|reply
20|20|1.0|self-note
318|455|1.0|forwarded-message
420|64|1.0|meeting-request
424|256|1.0|direct-email
455|318|1.0|forwarded-message
292|611|1.0|forwarded-message
160|130|1.0|direct-email
328|474|1.0|reply
328|478|1.0|cc-notification
28|37|1.0|direct-email
184|6|1.0|direct-email
15|46|1.0|cc-notification
474|434|1.0|forwarded-message
370|423|1.0|forwarded-message
6|184|1.0|direct-email
82|180|1.0|reply
82|278|1.0|direct-email
82|1|1.0|forwarded-message
82|17|1.0|meeting-request
82|340|1.0|reply
282|290|1.0|reply
641|641|1.0|self-note
423|370|1.0|forwarded-message
121|441|1.0|reply
121|44|1.0|direct-email
82|493|1.0|direct-email
121|420|1.0|cc-notification
370|725|1.0|direct-email
121|489|1.0|direct-email
82|128|1.0|direct-email
82|41|1.0|forwarded-message
82|642|1.0|meeting-request
82|163|1.0|direct-email
82|453|1.0|direct-email
82|474|1.0|cc-notification
121|256|1.0|reply
121|462|1.0|forwarded-message
82|173|1.0|direct-email
82|114|1.0|cc-notification
121|153|1.0|meeting-request
121|355|1.0|cc-notification
121|404|1.0|direct-email
121|269|1.0|direct-email
121|46|1.0|reply
121|303|1.0|meeting-request
121|367|1.0|forwarded-message
121|115|1.0|cc-notification
121|28|1.0|meeting-request
121|23|1.0|meeting-request
121|495|1.0|cc-notification
121|147|1.0|forwarded-message
237|244|1.0|cc-notification
395|396|1.0|cc-notification
40|261|1.0|cc-notification
679|679|1.0|self-note
778|85|1.0|forwarded-message
323|354|1.0|reply
323|124|1.0|reply
323|353|1.0|cc-notification
323|371|1.0|meeting-request
323|99|1.0|reply
323|125|1.0|forwarded-message
92|530|1.0|reply
142|353|1.0|direct-email
142|285|1.0|reply
282|357|1.0|meeting-request
434|474|1.0|forwarded-message
420|326|1.0|cc-notification
358|44|1.0|reply
160|80|1.0|direct-email
121|58|1.0|meeting-request
251|437|1.0|forwarded-message
295|308|1.0|forwarded-message
408|212|1.0|direct-email
312|17|1.0|meeting-request
40|151|1.0|cc-notification
212|408|1.0|direct-email
45|164|1.0|meeting-request
644|6|1.0|direct-email
430|14|1.0|meeting-request
251|455|1.0|cc-notification
171|455|1.0|cc-notification
128|200|1.0|forwarded-message
17|107|1.0|meeting-request
137|408|1.0|direct-email
137|281|1.0|forwarded-message
428|651|1.0|meeting-request
698|208|1.0|cc-notification
375|494|1.0|meeting-request
448|335|1.0|forwarded-message
615|106|1.0|cc-notification
183|256|1.0|meeting-request
200|128|1.0|forwarded-message
128|160|1.0|forwarded-message
274|46|1.0|direct-email
121|285|1.0|cc-notification
121|211|1.0|reply
121|183|1.0|meeting-request
121|137|1.0|forwarded-message
410|82|1.0|reply
376|379|1.0|direct-email
165|160|1.0|direct-email
552|58|1.0|direct-email
183|121|1.0|meeting-request
183|82|1.0|direct-email
266|61|1.0|reply
405|365|1.0|direct-email
408|286|1.0|meeting-request
4|408|1.0|reply
201|199|1.0|direct-email
140|617|1.0|reply
229|119|1.0|forwarded-message
81|549|1.0|direct-email
81|671|1.0|reply
229|115|1.0|meeting-request
115|229|1.0|meeting-request
44|16|1.0|direct-email
244|237|1.0|cc-notification
434|329|1.0|forwarded-message
301|337|1.0|forwarded-message
459|560|1.0|meeting-request
329|434|1.0|forwarded-message
285|698|1.0|forwarded-message
176|214|1.0|direct-email
455|171|1.0|cc-notification
489|212|1.0|cc-notification
672|430|1.0|reply
124|99|1.0|forwarded-message
214|176|1.0|direct-email
146|779|1.0|direct-email
151|367|1.0|forwarded-message
180|644|1.0|meeting-request
306|728|1.0|meeting-request
121|366|1.0|reply
121|612|1.0|forwarded-message
318|361|1.0|meeting-request
318|417|1.0|direct-email
318|443|1.0|cc-notification
318|263|1.0|cc-notification
318|444|1.0|reply
318|318|1.0|self-note
318|442|1.0|direct-email
318|547|1.0|direct-email
318|423|1.0|cc-notification
318|245|1.0|forwarded-message
318|47|1.0|direct-email
318|76|1.0|meeting-request
318|485|1.0|forwarded-message
318|171|1.0|meeting-request
318|64|1.0|reply
245|455|1.0|direct-email
84|233|1.0|reply
84|510|1.0|meeting-request
84|601|1.0|direct-email
84|780|1.0|meeting-request
84|269|1.0|forwarded-message
84|474|1.0|forwarded-message
84|254|1.0|forwarded-message
84|585|1.0|meeting-request
585|84|1.0|meeting-request
160|251|1.0|cc-notification
251|160|1.0|cc-notification
254|345|1.0|meeting-request
254|180|1.0|meeting-request
254|1|1.0|direct-email
254|227|1.0|cc-notification
254|17|1.0|cc-notification
254|340|1.0|meeting-request
254|173|1.0|reply
254|531|1.0|direct-email
254|77|1.0|cc-notification
254|493|1.0|reply
254|129|1.0|forwarded-message
254|128|1.0|reply
254|41|1.0|direct-email
254|642|1.0|cc-notification
254|453|1.0|reply
254|393|1.0|reply
254|296|1.0|direct-email
254|329|1.0|forwarded-message
254|474|1.0|forwarded-message
26|654|1.0|direct-email
254|21|1.0|direct-email
254|114|1.0|forwarded-message
254|427|1.0|cc-notification
254|367|1.0|cc-notification
254|169|1.0|forwarded-message
254|28|1.0|reply
254|23|1.0|reply
254|441|1.0|direct-email
254|44|1.0|forwarded-message
493|254|1.0|reply
198|434|1.0|reply
254|371|1.0|direct-email
254|404|1.0|forwarded-message
254|269|1.0|forwarded-message
254|46|1.0|direct-email
424|44|1.0|forwarded-message
212|489|1.0|cc-notification
254|233|1.0|reply
254|210|1.0|meeting-request
254|303|1.0|reply
254|252|1.0|cc-notification
82|355|1.0|reply
504|44|1.0|forwarded-message
254|63|1.0|reply
254|495|1.0|meeting-request
254|147|1.0|cc-notification
254|81|1.0|direct-email
254|420|1.0|meeting-request
24|654|1.0|forwarded-message
254|490|1.0|meeting-request
160|352|1.0|reply
254|462|1.0|cc-notification
450|419|1.0|meeting-request
254|174|1.0|forwarded-message
254|153|1.0|reply
254|355|1.0|meeting-request
254|255|1.0|meeting-request
254|165|1.0|meeting-request
254|106|1.0|direct-email
32|654|1.0|cc-notification
537|781|1.0|forwarded-message
85|778|1.0|forwarded-message
644|180|1.0|meeting-request
37|25|1.0|reply
37|26|1.0|forwarded-message
37|27|1.0|meeting-request
37|29|1.0|cc-notification
37|721|1.0|forwarded-message
37|31|1.0|forwarded-message
37|32|1.0|meeting-request
37|33|1.0|direct-email
37|38|1.0|direct-email
37|39|1.0|cc-notification
37|40|1.0|reply
37|588|1.0|direct-email
37|545|1.0|reply
74|460|1.0|meeting-request
723|538|1.0|cc-notification
661|754|1.0|direct-email
212|493|1.0|direct-email
21|254|1.0|direct-email
493|212|1.0|direct-email
547|340|1.0|reply
526|782|1.0|forwarded-message
243|233|1.0|cc-notification
180|212|1.0|reply
254|458|1.0|reply
458|254|1.0|reply
212|180|1.0|reply
97|185|1.0|reply
107|493|1.0|direct-email
370|318|1.0|forwarded-message
370|442|1.0|reply
370|245|1.0|direct-email
370|171|1.0|cc-notification
362|6|1.0|forwarded-message
124|282|1.0|cc-notification
210|241|1.0|cc-notification
105|166|1.0|cc-notification
105|282|1.0|reply
105|601|1.0|cc-notification
105|87|1.0|reply
105|546|1.0|cc-notification
185|97|1.0|reply
61|266|1.0|reply
332|358|1.0|direct-email
249|495|1.0|meeting-request
447|335|1.0|reply
127|160|1.0|reply
200|593|1.0|forwarded-message
335|447|1.0|reply
495|249|1.0|meeting-request
94|128|1.0|reply
303|212|1.0|direct-email
377|352|1.0|meeting-request
545|438|1.0|forwarded-message
621|377|1.0|forwarded-message
157|719|1.0|cc-notification
438|545|1.0|forwarded-message
352|60|1.0|reply
5|183|1.0|forwarded-message
183|5|1.0|forwarded-message
136|151|1.0|reply
783|654|1.0|reply
538|173|1.0|cc-notification
71|121|1.0|reply
494|141|1.0|direct-email
238|234|1.0|reply
547|361|1.0|forwarded-message
254|84|1.0|forwarded-message
259|173|1.0|reply
284|133|1.0|reply
79|531|1.0|direct-email
79|339|1.0|forwarded-message
419|419|1.0|self-note
666|141|1.0|reply
165|531|1.0|cc-notification
155|1|1.0|cc-notification
86|85|1.0|cc-notification
182|719|1.0|cc-notification
86|141|1.0|reply
107|74|1.0|cc-notification
654|783|1.0|reply
400|173|1.0|forwarded-message
494|484|1.0|forwarded-message
388|384|1.0|reply
108|143|1.0|cc-notification
108|356|1.0|meeting-request
108|477|1.0|direct-email
108|514|1.0|reply
108|258|1.0|cc-notification
108|478|1.0|cc-notification
108|90|1.0|forwarded-message
35|168|1.0|forwarded-message
155|223|1.0|forwarded-message
160|441|1.0|cc-notification
161|44|1.0|direct-email
22|127|1.0|meeting-request
269|5|1.0|meeting-request
17|155|1.0|reply
538|498|1.0|cc-notification
96|209|1.0|direct-email
87|427|1.0|meeting-request
127|22|1.0|meeting-request
107|290|1.0|reply
408|58|1.0|cc-notification
48|36|1.0|meeting-request
97|354|1.0|cc-notification
97|124|1.0|cc-notification
97|353|1.0|direct-email
97|371|1.0|forwarded-message
97|404|1.0|cc-notification
97|125|1.0|reply
99|371|1.0|direct-email
327|249|1.0|cc-notification
212|303|1.0|direct-email
86|506|1.0|reply
173|105|1.0|forwarded-message
254|290|1.0|meeting-request
69|663|1.0|reply
498|362|1.0|direct-email
498|141|1.0|meeting-request
21|434|1.0|direct-email
397|381|1.0|forwarded-message
642|212|1.0|meeting-request
212|642|1.0|meeting-request
405|107|1.0|reply
62|290|1.0|reply
381|397|1.0|forwarded-message
62|282|1.0|meeting-request
70|84|1.0|meeting-request
163|212|1.0|direct-email
41|212|1.0|forwarded-message
242|159|1.0|cc-notification
212|163|1.0|direct-email
103|60|1.0|forwarded-message
434|544|1.0|forwarded-message
269|212|1.0|cc-notification
212|41|1.0|forwarded-message
285|412|1.0|reply
573|573|1.0|self-note
340|547|1.0|reply
288|105|1.0|forwarded-message
114|419|1.0|forwarded-message
39|34|1.0|forwarded-message
114|254|1.0|forwarded-message
484|494|1.0|forwarded-message
115|166|1.0|cc-notification
213|498|1.0|cc-notification
359|699|1.0|forwarded-message
359|502|1.0|cc-notification
359|608|1.0|reply
359|265|1.0|meeting-request
359|267|1.0|cc-notification
359|570|1.0|meeting-request
359|754|1.0|forwarded-message
359|707|1.0|cc-notification
359|672|1.0|cc-notification
74|107|1.0|cc-notification
411|784|1.0|direct-email
83|282|1.0|direct-email
83|121|1.0|meeting-request
83|142|1.0|direct-email
62|83|1.0|direct-email
5|269|1.0|meeting-request
308|434|1.0|reply
532|532|1.0|self-note
405|495|1.0|direct-email
101|65|1.0|cc-notification
282|441|1.0|forwarded-message
282|196|1.0|forwarded-message
589|589|1.0|self-note
282|184|1.0|cc-notification
405|748|1.0|forwarded-message
290|282|1.0|reply
549|212|1.0|cc-notification
167|231|1.0|forwarded-message
549|325|1.0|meeting-request
65|101|1.0|cc-notification
231|168|1.0|meeting-request
212|549|1.0|cc-notification
168|167|1.0|direct-email
168|231|1.0|meeting-request
69|550|1.0|meeting-request
268|227|1.0|direct-email
743|743|1.0|self-note
114|464|1.0|forwarded-message
231|167|1.0|forwarded-message
434|308|1.0|reply
128|107|1.0|direct-email
392|104|1.0|cc-notification
544|129|1.0|forwarded-message
318|420|1.0|forwarded-message
420|212|1.0|reply
544|212|1.0|cc-notification
185|708|1.0|forwarded-message
185|124|1.0|meeting-request
185|98|1.0|forwarded-message
185|687|1.0|reply
185|371|1.0|cc-notification
185|618|1.0|forwarded-message
185|640|1.0|direct-email
185|768|1.0|forwarded-message
185|99|1.0|meeting-request
185|404|1.0|meeting-request
185|100|1.0|direct-email
185|662|1.0|reply
185|125|1.0|direct-email
185|101|1.0|cc-notification
185|709|1.0|meeting-request
589|212|1.0|cc-notification
82|107|1.0|meeting-request
82|62|1.0|meeting-request
82|612|1.0|meeting-request
196|16|1.0|reply
212|420|1.0|reply
261|116|1.0|reply
62|82|1.0|meeting-request
405|102|1.0|reply
231|277|1.0|forwarded-message
108|69|1.0|reply
62|203|1.0|direct-email
158|174|1.0|reply
145|571|1.0|cc-notification
91|212|1.0|forwarded-message
346|181|1.0|reply
492|212|1.0|meeting-request
164|272|1.0|cc-notification
132|532|1.0|meeting-request
419|114|1.0|forwarded-message
538|306|1.0|meeting-request
267|61|1.0|forwarded-message
355|166|1.0|cc-notification
174|212|1.0|cc-notification
23|785|1.0|forwarded-message
754|44|1.0|forwarded-message
268|212|1.0|direct-email
181|346|1.0|reply
242|209|1.0|cc-notification
28|212|1.0|direct-email
212|91|1.0|forwarded-message
212|492|1.0|meeting-request
173|212|1.0|direct-email
173|400|1.0|forwarded-message
262|191|1.0|forwarded-message
212|268|1.0|direct-email
212|173|1.0|direct-email
623|129|1.0|reply
69|671|1.0|direct-email
79|497|1.0|cc-notification
424|160|1.0|meeting-request
405|249|1.0|meeting-request
166|559|1.0|direct-email
190|162|1.0|reply
786|64|1.0|direct-email
536|184|1.0|direct-email
184|540|1.0|meeting-request
160|212|1.0|reply
184|536|1.0|direct-email
142|172|1.0|meeting-request
174|208|1.0|reply
21|787|1.0|forwarded-message
11|265|1.0|cc-notification
63|518|1.0|cc-notification
63|365|1.0|forwarded-message
11|525|1.0|cc-notification
129|212|1.0|cc-notification
21|5|1.0|cc-notification
11|555|1.0|cc-notification
11|360|1.0|cc-notification
265|11|1.0|cc-notification
11|213|1.0|meeting-request
116|261|1.0|reply
11|529|1.0|direct-email
420|531|1.0|cc-notification
11|573|1.0|meeting-request
60|320|1.0|direct-email
5|21|1.0|cc-notification
401|426|1.0|reply
401|183|1.0|meeting-request
172|142|1.0|meeting-request
525|11|1.0|cc-notification
63|212|1.0|direct-email
139|273|1.0|reply
6|362|1.0|forwarded-message
452|452|1.0|self-note
788|717|1.0|direct-email
411|6|1.0|reply
371|212|1.0|forwarded-message
189|667|1.0|cc-notification
189|550|1.0|meeting-request
189|80|1.0|meeting-request
189|663|1.0|reply
189|215|1.0|meeting-request
189|549|1.0|forwarded-message
189|69|1.0|forwarded-message
189|82|1.0|cc-notification
189|418|1.0|reply
189|121|1.0|direct-email
189|86|1.0|direct-email
189|311|1.0|direct-email
189|225|1.0|meeting-request
189|184|1.0|forwarded-message
189|508|1.0|reply
189|679|1.0|forwarded-message
189|671|1.0|direct-email
189|710|1.0|meeting-request
189|62|1.0|cc-notification
168|28|1.0|cc-notification
168|114|1.0|reply
168|486|1.0|meeting-request
666|11|1.0|reply
67|189|1.0|cc-notification
168|284|1.0|reply
168|789|1.0|reply
257|544|1.0|cc-notification
151|136|1.0|reply
213|11|1.0|meeting-request
210|245|1.0|direct-email
210|169|1.0|meeting-request
251|115|1.0|cc-notification
21|11|1.0|reply
48|212|1.0|direct-email
427|438|1.0|direct-email
169|210|1.0|meeting-request
428|301|1.0|meeting-request
209|490|1.0|meeting-request
209|63|1.0|reply
209|174|1.0|forwarded-message
212|129|1.0|cc-notification
176|576|1.0|reply
50|217|1.0|reply
294|493|1.0|reply
282|163|1.0|direct-email
357|375|1.0|reply
168|458|1.0|cc-notification
39|35|1.0|meeting-request
301|428|1.0|meeting-request
450|176|1.0|cc-notification
165|151|1.0|cc-notification
165|32|1.0|reply
165|245|1.0|direct-email
165|171|1.0|cc-notification
165|251|1.0|cc-notification
165|40|1.0|direct-email
212|63|1.0|direct-email
88|304|1.0|reply
212|48|1.0|direct-email
320|60|1.0|direct-email
569|674|1.0|forwarded-message
569|754|1.0|forwarded-message
87|58|1.0|direct-email
63|552|1.0|direct-email
63|82|1.0|direct-email
63|121|1.0|meeting-request
63|209|1.0|reply
288|152|1.0|direct-email
356|375|1.0|cc-notification
87|269|1.0|cc-notification
286|305|1.0|cc-notification
256|106|1.0|reply
35|151|1.0|cc-notification
552|285|1.0|reply
552|571|1.0|forwarded-message
552|63|1.0|direct-email
552|208|1.0|direct-email
355|62|1.0|reply
355|212|1.0|reply
409|278|1.0|reply
531|212|1.0|forwarded-message
665|411|1.0|cc-notification
69|679|1.0|forwarded-message
490|209|1.0|meeting-request
662|107|1.0|meeting-request
322|322|1.0|self-note
212|531|1.0|forwarded-message
98|124|1.0|reply
339|169|1.0|forwarded-message
497|79|1.0|cc-notification
160|394|1.0|meeting-request
497|482|1.0|meeting-request
352|351|1.0|forwarded-message
563|572|1.0|direct-email
255|62|1.0|reply
162|190|1.0|reply
162|433|1.0|direct-email
602|362|1.0|meeting-request
358|566|1.0|meeting-request
362|19|1.0|cc-notification
267|264|1.0|cc-notification
790|544|1.0|meeting-request
164|695|1.0|meeting-request
155|211|1.0|cc-notification
249|114|1.0|forwarded-message
211|155|1.0|cc-notification
131|163|1.0|meeting-request
450|420|1.0|direct-email
161|666|1.0|reply
180|82|1.0|reply
180|121|1.0|cc-notification
180|160|1.0|direct-email
180|41|1.0|cc-notification
180|249|1.0|meeting-request
114|249|1.0|forwarded-message
791|493|1.0|meeting-request
482|79|1.0|cc-notification
212|365|1.0|reply
510|754|1.0|meeting-request
249|83|1.0|reply
318|326|1.0|meeting-request
83|249|1.0|reply
666|161|1.0|reply
174|209|1.0|forwarded-message
356|183|1.0|meeting-request
114|329|1.0|forwarded-message
107|662|1.0|meeting-request
74|316|1.0|direct-email
329|114|1.0|forwarded-message
13|137|1.0|direct-email
661|661|1.0|self-note
506|498|1.0|meeting-request
356|106|1.0|reply
324|666|1.0|direct-email
339|79|1.0|forwarded-message
445|581|1.0|cc-notification
695|164|1.0|meeting-request
481|481|1.0|self-note
673|673|1.0|self-note
673|495|1.0|forwarded-message
143|328|1.0|cc-notification
747|83|1.0|direct-email
489|405|1.0|meeting-request
168|166|1.0|meeting-request
441|44|1.0|direct-email
748|708|1.0|cc-notification
748|748|1.0|self-note
409|280|1.0|meeting-request
409|138|1.0|reply
138|409|1.0|reply
428|45|1.0|forwarded-message
366|233|1.0|meeting-request
547|417|1.0|meeting-request
233|366|1.0|meeting-request
256|114|1.0|direct-email
405|489|1.0|meeting-request
547|47|1.0|meeting-request
16|282|1.0|forwarded-message
547|48|1.0|direct-email
50|433|1.0|forwarded-message
44|212|1.0|cc-notification
403|403|1.0|self-note
499|608|1.0|reply
499|602|1.0|cc-notification
229|28|1.0|reply
541|420|1.0|cc-notification
212|44|1.0|cc-notification
121|189|1.0|direct-email
170|256|1.0|cc-notification
375|107|1.0|reply
121|792|1.0|forwarded-message
121|453|1.0|meeting-request
147|166|1.0|forwarded-message
147|82|1.0|meeting-request
147|121|1.0|forwarded-message
16|44|1.0|direct-email
147|533|1.0|direct-email
474|142|1.0|cc-notification
250|395|1.0|direct-email
41|166|1.0|reply
41|121|1.0|reply
41|612|1.0|forwarded-message
41|160|1.0|cc-notification
41|546|1.0|reply
474|366|1.0|direct-email
506|674|1.0|direct-email
474|160|1.0|meeting-request
41|601|1.0|reply
474|107|1.0|cc-notification
121|493|1.0|meeting-request
152|41|1.0|forwarded-message
474|186|1.0|direct-email
173|41|1.0|meeting-request
173|147|1.0|direct-email
147|173|1.0|direct-email
474|615|1.0|meeting-request
474|254|1.0|forwarded-message
377|741|1.0|forwarded-message
163|106|1.0|meeting-request
282|80|1.0|reply
377|659|1.0|cc-notification
377|106|1.0|forwarded-message
417|725|1.0|reply
417|245|1.0|reply
417|47|1.0|meeting-request
417|48|1.0|direct-email
142|474|1.0|cc-notification
674|506|1.0|direct-email
166|168|1.0|meeting-request
245|40|1.0|direct-email
280|409|1.0|meeting-request
441|362|1.0|forwarded-message
147|269|1.0|cc-notification
256|170|1.0|cc-notification
152|269|1.0|cc-notification
420|541|1.0|cc-notification
157|296|1.0|forwarded-message
157|489|1.0|cc-notification
169|339|1.0|forwarded-message
404|269|1.0|forwarded-message
147|233|1.0|direct-email
678|311|1.0|meeting-request
152|365|1.0|reply
83|269|1.0|reply
506|510|1.0|cc-notification
160|748|1.0|forwarded-message
493|121|1.0|meeting-request
338|229|1.0|reply
338|165|1.0|forwarded-message
338|339|1.0|reply
489|157|1.0|cc-notification
506|672|1.0|forwarded-message
163|82|1.0|direct-email
163|121|1.0|meeting-request
163|105|1.0|forwarded-message
163|249|1.0|reply
163|160|1.0|forwarded-message
83|214|1.0|reply
163|166|1.0|meeting-request
163|601|1.0|meeting-request
163|282|1.0|direct-email
163|366|1.0|meeting-request
163|142|1.0|direct-email
506|9|1.0|direct-email
83|168|1.0|cc-notification
83|280|1.0|forwarded-message
83|41|1.0|meeting-request
83|458|1.0|cc-notification
83|292|1.0|direct-email
56|56|1.0|self-note
493|105|1.0|forwarded-message
493|249|1.0|reply
142|163|1.0|direct-email
141|161|1.0|reply
173|233|1.0|cc-notification
173|269|1.0|reply
157|388|1.0|direct-email
441|506|1.0|reply
441|233|1.0|meeting-request
161|141|1.0|reply
292|83|1.0|direct-email
173|260|1.0|forwarded-message
506|406|1.0|reply
7|466|1.0|forwarded-message
213|9|1.0|reply
7|359|1.0|cc-notification
7|499|1.0|cc-notification
280|83|1.0|forwarded-message
7|707|1.0|meeting-request
7|700|1.0|reply
7|332|1.0|meeting-request
7|406|1.0|forwarded-message
474|269|1.0|forwarded-message
474|233|1.0|reply
167|468|1.0|direct-email
221|0|1.0|cc-notification
305|286|1.0|cc-notification
512|512|1.0|self-note
94|494|1.0|forwarded-message
167|749|1.0|cc-notification
233|166|1.0|meeting-request
233|282|1.0|direct-email
233|494|1.0|reply
233|601|1.0|meeting-request
233|433|1.0|cc-notification
233|86|1.0|meeting-request
233|84|1.0|reply
233|142|1.0|direct-email
233|70|1.0|forwarded-message
233|62|1.0|direct-email
233|654|1.0|reply
168|83|1.0|cc-notification
55|160|1.0|direct-email
137|20|1.0|reply
608|499|1.0|reply
655|183|1.0|forwarded-message
655|280|1.0|direct-email
87|212|1.0|meeting-request
87|163|1.0|direct-email
87|404|1.0|cc-notification
87|105|1.0|reply
87|424|1.0|cc-notification
87|643|1.0|direct-email
87|173|1.0|direct-email
87|654|1.0|cc-notification
87|249|1.0|cc-notification
285|54|1.0|meeting-request
274|45|1.0|meeting-request
334|334|1.0|self-note
793|206|1.0|meeting-request
259|259|1.0|self-note
72|106|1.0|forwarded-message
212|87|1.0|meeting-request
173|87|1.0|direct-email
54|285|1.0|meeting-request
63|210|1.0|forwarded-message
369|96|1.0|direct-email
369|89|1.0|forwarded-message
369|88|1.0|reply
369|304|1.0|forwarded-message
748|793|1.0|cc-notification
304|369|1.0|forwarded-message
231|292|1.0|forwarded-message
409|306|1.0|direct-email
153|87|1.0|direct-email
153|212|1.0|direct-email
288|212|1.0|direct-email
242|242|1.0|self-note
153|612|1.0|direct-email
212|612|1.0|meeting-request
83|612|1.0|direct-email
83|212|1.0|direct-email
292|231|1.0|forwarded-message
498|266|1.0|meeting-request
447|690|1.0|reply
169|495|1.0|meeting-request
447|473|1.0|direct-email
266|498|1.0|meeting-request
335|794|1.0|meeting-request
201|128|1.0|meeting-request
322|794|1.0|cc-notification
242|106|1.0|forwarded-message
75|75|1.0|self-note
493|87|1.0|direct-email
493|615|1.0|forwarded-message
105|612|1.0|reply
48|654|1.0|reply
493|424|1.0|reply
394|160|1.0|meeting-request
163|162|1.0|direct-email
163|87|1.0|direct-email
113|725|1.0|forwarded-message
3|412|1.0|direct-email
20|137|1.0|reply
20|520|1.0|direct-email
128|94|1.0|reply
115|612|1.0|reply
404|87|1.0|cc-notification
147|115|1.0|reply
56|520|1.0|cc-notification
464|444|1.0|forwarded-message
610|694|1.0|meeting-request
610|420|1.0|direct-email
610|296|1.0|cc-notification
610|250|1.0|direct-email
610|472|1.0|reply
610|255|1.0|direct-email
334|140|1.0|meeting-request
212|405|1.0|reply
9|506|1.0|direct-email
612|50|1.0|reply
160|55|1.0|direct-email
161|160|1.0|cc-notification
285|426|1.0|cc-notification
426|285|1.0|cc-notification
409|184|1.0|forwarded-message
671|356|1.0|reply
88|369|1.0|reply
195|305|1.0|direct-email
409|292|1.0|cc-notification
92|72|1.0|meeting-request
92|260|1.0|reply
92|326|1.0|forwarded-message
92|173|1.0|direct-email
444|464|1.0|forwarded-message
549|162|1.0|cc-notification
549|288|1.0|reply
549|276|1.0|direct-email
290|16|1.0|cc-notification
409|25|1.0|meeting-request
21|64|1.0|direct-email
417|795|1.0|reply
90|409|1.0|meeting-request
434|269|1.0|forwarded-message
81|667|1.0|forwarded-message
81|508|1.0|meeting-request
81|679|1.0|direct-email
81|710|1.0|cc-notification
695|597|1.0|reply
417|30|1.0|reply
404|115|1.0|meeting-request
405|642|1.0|reply
405|44|1.0|meeting-request
405|329|1.0|meeting-request
405|28|1.0|forwarded-message
405|128|1.0|forwarded-message
405|303|1.0|forwarded-message
405|210|1.0|direct-email
405|21|1.0|cc-notification
405|371|1.0|cc-notification
405|114|1.0|meeting-request
405|296|1.0|cc-notification
405|490|1.0|direct-email
405|81|1.0|cc-notification
405|340|1.0|direct-email
405|226|1.0|cc-notification
405|227|1.0|reply
405|278|1.0|forwarded-message
405|129|1.0|meeting-request
405|169|1.0|meeting-request
405|796|1.0|cc-notification
405|174|1.0|meeting-request
405|355|1.0|direct-email
405|367|1.0|reply
121|117|1.0|forwarded-message
495|105|1.0|direct-email
20|409|1.0|meeting-request
404|212|1.0|cc-notification
